Files,Imports,
KafkaAdminClient.java,151
FetcherTest.java,110
KafkaConsumerTest.java,107
KafkaAdminClientTest.java,105
RequestResponseTest.java,104
ApiKeys.java,100
SaslAuthenticatorTest.java,97
SenderTest.java,95
Errors.java,90
StreamThreadTest.java,81
ConsumerCoordinatorTest.java,80
Fetcher.java,77
TopologyTestDriver.java,75
StandbyTaskTest.java,74
QueryableStateIntegrationTest.java,73
KStreamAggregationIntegrationTest.java,72
KafkaProducerTest.java,70
StreamTaskTest.java,68
SaslServerAuthenticator.java,68
TransactionManagerTest.java,68
KafkaProducer.java,66
WorkerSinkTaskTest.java,65
KafkaStreams.java,64
StandaloneHerderTest.java,64
WorkerTest.java,62
KafkaStreamsTest.java,62
TopologyTestDriverTest.java,62
KafkaConsumer.java,62
DistributedHerderTest.java,61
SuppressionDurabilityIntegrationTest.java,61
DistributedHerder.java,60
ConnectorPluginsResourceTest.java,59
KStreamImplTest.java,57
ErrorHandlingTaskTest.java,56
WorkerSourceTaskTest.java,55
RestoreIntegrationTest.java,54
SaslClientAuthenticator.java,53
SuppressionIntegrationTest.java,53
AbstractCoordinator.java,52
ConsumerCoordinator.java,51
AbstractResetIntegrationTest.java,51
CachingWindowStoreTest.java,51
ProcessorStateManagerTest.java,50
WindowBytesStoreTest.java,50
Worker.java,50
AbstractRocksDBSegmentedBytesStoreTest.java,50
GlobalStateManagerImplTest.java,50
KTableTransformValuesTest.java,49
ClientCompatibilityTest.java,49
RegexSourceIntegrationTest.java,49
Sender.java,49
IntegrationTestUtils.java,49
CoordinatorTest.java,48
SaslChannelBuilder.java,48
StreamThread.java,48
KafkaBasedLogTest.java,48
WorkerSinkTaskThreadedTest.java,48
AgentTest.java,48
StreamThreadStateStoreProviderTest.java,48
CoordinatorClient.java,48
EosIntegrationTest.java,47
SimpleBenchmark.java,47
TransactionManager.java,47
RecordAccumulatorTest.java,47
SelectorTest.java,47
StreamsPartitionAssignorTest.java,47
SuppressScenarioTest.java,46
TestUtils.java,46
TestSslUtils.java,46
Utils.java,46
RoundTripWorker.java,46
AbstractCoordinatorTest.java,45
KGroupedStreamImplTest.java,45
KStreamSessionWindowAggregateProcessorTest.java,45
SessionBytesStoreTest.java,45
RestServer.java,44
KTableImplTest.java,44
InternalTopicIntegrationTest.java,44
RocksDBStore.java,44
TaskManager.java,43
KStreamImpl.java,43
RepartitionOptimizingIntegrationTest.java,43
MetricsTest.java,43
ErrorReporterTest.java,43
VerifiableConsumer.java,43
ProcessorTopologyTest.java,42
AbstractHerderTest.java,42
CachingSessionStoreTest.java,42
WorkerSinkTask.java,42
JsonConverterTest.java,42
DelegatingClassLoader.java,41
NetworkClient.java,41
KafkaConfigBackingStoreTest.java,41
AbstractHerder.java,41
KStreamWindowAggregateTest.java,41
StreamsResetter.java,41
FineGrainedAutoResetIntegrationTest.java,41
StoreChangelogReaderTest.java,41
TaskManagerTest.java,40
ConnectionStressWorker.java,40
MeteredSessionStoreTest.java,40
WorkerSourceTask.java,40
StreamTask.java,40
ErrorHandlingIntegrationTest.java,40
InternalTopologyBuilderTest.java,40
RecordAccumulator.java,40
SmokeTestDriver.java,40
ConnectorsResourceTest.java,39
MeteredTimestampedKeyValueStoreTest.java,39
WorkerCoordinatorTest.java,39
MeteredKeyValueStoreTest.java,39
KafkaConfigBackingStore.java,39
AbstractJoinIntegrationTest.java,39
SslFactory.java,39
RocksDBStoreTest.java,38
KafkaOffsetBackingStoreTest.java,38
SslSelectorTest.java,38
SslTransportLayerTest.java,38
KTableKTableLeftJoinTest.java,38
ConsumeBenchWorker.java,38
EmbeddedConnectCluster.java,38
StreamsConfigTest.java,37
AbstractTaskTest.java,37
InternalStreamsBuilder.java,37
KTableSuppressProcessorTest.java,37
UtilsTest.java,37
KTableImpl.java,37
StreamsPartitionAssignor.java,37
ConnectorsResource.java,37
KafkaStatusBackingStore.java,37
Selector.java,37
StreamsConfig.java,37
EosTestDriver.java,37
RocksDBGenericOptionsToDbOptionsColumnFamilyOptionsAdapterTest.java,37
ProduceBenchWorker.java,36
GlobalStreamThreadTest.java,36
TimeOrderedKeyValueBufferTest.java,36
MeteredWindowStoreTest.java,36
KStreamAggregationDedupIntegrationTest.java,36
GlobalKTableIntegrationTest.java,36
PushHttpMetricsReporterTest.java,36
GlobalKTableEOSIntegrationTest.java,36
StreamsBuilderTest.java,36
ProcessorContextImplTest.java,35
RecordCollectorTest.java,35
CachingKeyValueStoreTest.java,35
ConsumerNetworkClientTest.java,35
FileRecordsTest.java,34
InternalMockProcessorContext.java,34
RestServerTest.java,34
InternalStreamsBuilderTest.java,34
JsonConverter.java,33
InternalTopologyBuilder.java,33
PurgeRepartitionTopicIntegrationTest.java,33
KeyValueStoreTestDriver.java,33
MetricsIntegrationTest.java,32
AgentClient.java,32
SessionWindowedKStreamImplTest.java,32
RetryWithToleranceOperatorTest.java,32
GlobalThreadShutDownOrderTest.java,32
NetworkClientTest.java,32
StandaloneHerder.java,32
StreamsMetadataStateTest.java,32
PushHttpMetricsReporter.java,32
RecordQueueTest.java,31
KafkaLog4jAppender.java,31
WorkerManager.java,31
RepartitionWithMergeOptimizingIntegrationTest.java,31
InMemoryTimeOrderedKeyValueBuffer.java,31
KTableSourceTopicRestartIntegrationTest.java,31
SaslAuthenticatorFailureDelayTest.java,31
ConnectHeadersTest.java,31
NioEchoServer.java,30
KGroupedTableImplTest.java,30
GlobalStateManagerImpl.java,30
WorkerGroupMember.java,30
ProduceRequest.java,30
GlobalStateTaskTest.java,30
OAuthBearerSaslServerTest.java,30
KTableKTableInnerJoinTest.java,30
GlobalStateStoreProviderTest.java,30
TimeWindowedKStreamImplTest.java,30
DeleteAclsResponse.java,30
ExpiringCredentialRefreshingLoginTest.java,29
KTableKTableOuterJoinTest.java,29
StreamsBuilder.java,29
RecordCollectorImpl.java,29
TimestampConverter.java,29
CoordinatorRestResource.java,29
ClientAuthenticationFailureTest.java,29
AbstractKeyValueStoreTest.java,29
FetchResponse.java,29
YahooBenchmark.java,29
OAuthBearerUnsecuredLoginCallbackHandler.java,29
WorkerUtils.java,29
ConsumerNetworkClient.java,28
InMemoryWindowStore.java,28
ProducerBatch.java,28
TransactionalMessageCopier.java,28
JsonRestServer.java,28
ConsumerMetadataTest.java,28
Plugins.java,27
KStreamKTableJoinTest.java,27
RocksDBGenericOptionsToDbOptionsColumnFamilyOptionsAdapter.java,27
SaslServerAuthenticatorTest.java,27
SslFactoryTest.java,27
Metadata.java,27
KStreamTransformIntegrationTest.java,27
DescribeAclsResponse.java,27
KafkaStatusBackingStoreTest.java,27
ScramSaslServer.java,27
ProducerBatchTest.java,27
Agent.java,27
KStreamKStreamJoinTest.java,27
KafkaBasedLog.java,27
GlobalStreamThread.java,27
MockProducerTest.java,27
PluginsTest.java,27
KTableFilterTest.java,26
TimestampedKeyValueStoreMaterializerTest.java,26
SourceTaskOffsetCommitterTest.java,26
ProcessorContextImpl.java,26
KStreamTransformValuesTest.java,26
ConnectWorkerIntegrationTest.java,26
AbstractStreamTest.java,26
SubscriptionState.java,26
KStreamTestDriver.java,26
StateDirectoryTest.java,26
StreamsOptimizedTest.java,26
RocksDBTimestampedStore.java,26
SensorTest.java,26
SmokeTestClient.java,26
KTableAggregateTest.java,26
StickyAssignor.java,26
KTableSourceTest.java,26
Cast.java,25
InMemorySessionStore.java,25
OffsetStorageWriterTest.java,25
AbstractProcessorContextTest.java,25
MockProcessorContext.java,25
ExternalCommandWorker.java,25
InternalTopicManagerTest.java,25
ConnectorPluginsResource.java,25
NamedCacheTest.java,25
FetchSessionHandlerTest.java,25
MockConsumer.java,25
KafkaOffsetBackingStore.java,25
MemoryRecordsTest.java,25
StreamsResetterTest.java,25
WorkerTaskTest.java,25
BrokerCompatibilityTest.java,24
ConnectDistributed.java,24
FetchRequest.java,24
KTableMapValuesTest.java,24
Metrics.java,24
AbstractRocksDBSegmentedBytesStore.java,24
CompositeReadOnlyKeyValueStoreTest.java,24
FileLogInputStreamTest.java,24
BufferPoolTest.java,24
RecordBatchIterationBenchmark.java,24
MetadataTest.java,24
WorkerCoordinator.java,24
MiniTrogdorCluster.java,24
MessageTest.java,24
TimeWindowedKStreamImpl.java,24
OAuthBearerLoginModuleTest.java,24
SslTransportLayer.java,23
KerberosLogin.java,23
SessionWindowedKStreamImpl.java,23
MemoryRecordsBuilderTest.java,23
ConnectorConfig.java,23
WorkerUtilsTest.java,23
StreamsGraphTest.java,23
ExampleConnectIntegrationTest.java,23
ConfigDefTest.java,23
MockAdminClient.java,23
KStreamKTableLeftJoinTest.java,23
DeleteAclsRequest.java,23
OAuthBearerSaslServer.java,23
ProducerPerformance.java,23
KafkaEmbedded.java,23
MetadataResponse.java,23
ConnectStandalone.java,23
MockProducer.java,23
ConnectMetrics.java,23
KStreamKStreamLeftJoinTest.java,23
MockInternalProcessorContext.java,23
PageViewTypedDemo.java,23
NodeManager.java,23
MockProcessorContextTest.java,23
Coordinator.java,23
RequestUtils.java,23
RestClient.java,22
SslChannelBuilder.java,22
MockClient.java,22
Values.java,22
LazyDownConversionRecordsTest.java,22
TimetampedSegmentsTest.java,22
DeadLetterQueueReporter.java,22
PartitionGroupTest.java,22
ExternalCommandWorkerTest.java,22
DescribeConfigsResponse.java,22
OAuthBearerSaslClientCallbackHandler.java,22
JmxReporter.java,22
UpdateMetadataRequest.java,22
GlobalProcessorContextImplTest.java,22
VerifiableProducer.java,22
WorkerConfig.java,22
KeyValueSegmentsTest.java,22
PageViewUntypedDemo.java,22
OffsetFetchResponse.java,22
ChangeLoggingTimestampedKeyValueBytesStoreTest.java,22
KStreamGlobalKTableLeftJoinTest.java,22
DefaultKafkaPrincipalBuilderTest.java,22
KStreamGlobalKTableJoinTest.java,22
KafkaLZ4Test.java,22
OffsetForLeaderEpochClientTest.java,21
StoreChangelogReader.java,21
ScramSaslClient.java,21
ConnectHeaders.java,21
JsonSerializationTest.java,21
ProcessorStateManager.java,21
ChangeLoggingSessionBytesStoreTest.java,21
StickyAssignorTest.java,21
StoresTest.java,21
JaasContextTest.java,21
TopicAdminTest.java,21
ChangeLoggingKeyValueBytesStoreTest.java,21
CompositeReadOnlyWindowStoreTest.java,21
StreamsStandByReplicaTest.java,21
CreateAclsRequest.java,21
DefaultKafkaPrincipalBuilder.java,21
KeyValueStoreFacadeTest.java,21
SessionStoreBuilderTest.java,21
RocksDBTimestampedStoreTest.java,21
GlobalProcessorContextImpl.java,21
AbstractTask.java,21
EmbeddedKafkaCluster.java,21
ListOffsetResponse.java,20
WindowKeySchemaTest.java,20
ProduceRequestTest.java,20
SubscriptionStateTest.java,20
DescribeDelegationTokenResponse.java,20
InternalTopicManager.java,20
OAuthBearerSaslClient.java,20
KStreamSessionWindowAggregate.java,20
WorkerTask.java,20
TopicAdmin.java,20
StreamsNamedRepartitionTest.java,20
JaasBasicAuthFilterTest.java,20
FileStreamSinkTaskTest.java,20
KafkaLog4jAppenderTest.java,20
CompositeReadOnlySessionStoreTest.java,20
ChangeLoggingTimestampedWindowBytesStoreTest.java,20
KTableSuppressProcessorMetricsTest.java,20
ReadOnlyWindowStoreStub.java,20
OAuthBearerLoginModule.java,20
SuppressTopologyTest.java,20
RocksDBWindowStoreTest.java,20
AbstractConfigTest.java,20
DescribeLogDirsResponse.java,20
Stores.java,20
TxnOffsetCommitRequest.java,20
MaskField.java,19
OAuthBearerSaslClientTest.java,19
KStreamTransformTest.java,19
SegmentIteratorTest.java,19
ProducerMetadataTest.java,19
StreamsMetricsImpl.java,19
StreamsMetricsImplTest.java,19
InsertField.java,19
ReadOnlyWindowStoreFacadeTest.java,19
ConnectClusterStateImplTest.java,19
SessionKeySchemaTest.java,19
RepartitionTopicNamingTest.java,19
OAuthBearerUnsecuredValidatorCallbackHandlerTest.java,19
ProduceResponse.java,19
WorkerConnectorTest.java,19
WorkerConfigTransformerTest.java,19
MaskFieldTest.java,19
StickyTaskAssignorTest.java,19
FetchSessionHandler.java,19
WriteTxnMarkersRequest.java,19
ListOffsetRequest.java,19
CastTest.java,19
PluginUtils.java,19
AbstractStateManager.java,19
KStreamWindowAggregate.java,19
AssignmentInfo.java,19
LeaderAndIsrRequest.java,19
TimestampConverterTest.java,18
MeteredTimestampWindowStoreTest.java,18
ReplaceField.java,18
WindowStoreBuilderTest.java,18
ChangeLoggingWindowBytesStoreTest.java,18
MeteredKeyValueStore.java,18
AssignedStreamsTasksTest.java,18
FileStreamSourceTaskTest.java,18
PrintedTest.java,18
FileRecords.java,18
AddPartitionsToTxnRequest.java,18
TimestampedKeyValueStoreBuilderTest.java,18
StandbyContextImpl.java,18
NamedCache.java,18
TestKeyManagerFactory.java,18
FileStreamSourceTask.java,18
AgentRestResource.java,18
GlobalKTableJoinsTest.java,18
KStreamForeachTest.java,18
AssignedTasks.java,18
DefaultRecordBatch.java,18
TimestampedWindowStoreBuilderTest.java,18
ChannelBuilders.java,18
MemoryRecords.java,18
ConnectMetricsTest.java,18
OffsetsForLeaderEpochResponse.java,18
LoginManager.java,18
StateDirectory.java,18
KafkaMbeanTest.java,18
AbstractLegacyRecordBatch.java,18
StopReplicaRequest.java,18
AlterConfigsResponse.java,18
DeleteRecordsResponse.java,18
OffsetFetchRequest.java,18
ClientUtils.java,18
StreamTableJoinIntegrationTest.java,17
TableTableJoinIntegrationTest.java,17
DeleteRecordsRequest.java,17
DescribeAclsRequest.java,17
DescribeConfigsRequest.java,17
KStreamPeekTest.java,17
ImplicitLinkedHashCollectionTest.java,17
MeteredWindowStore.java,17
MockClientSupplier.java,17
AlterReplicaLogDirsResponse.java,17
SmokeTestDriverIntegrationTest.java,17
InMemoryWindowStoreTest.java,17
KGroupedStreamImpl.java,17
OAuthBearerUnsecuredJws.java,17
KeyValueStoreBuilderTest.java,17
OAuthBearerUnsecuredLoginCallbackHandlerTest.java,17
WindowStoreFacadeTest.java,17
CachingWindowStore.java,17
ExpectedTasks.java,17
CompositeRestoreListenerTest.java,17
KGroupedTableImpl.java,17
StreamsTestUtils.java,17
SaslClientCallbackHandler.java,17
MeteredSessionStore.java,17
MockConsumerInterceptor.java,17
DeleteAclsResponseTest.java,17
ConnectClusterStateImpl.java,17
ProcessorNodeTest.java,17
AlterConfigsRequest.java,17
PropertyFileLoginModule.java,17
ProducerConfig.java,17
MonitorableSourceConnector.java,17
ConsumerConfig.java,17
WordCountProcessorDemo.java,17
Flatten.java,17
AddPartitionsToTxnResponse.java,17
ThreadCacheTest.java,17
StreamsMetadataState.java,17
ProcessorNode.java,17
StoreChangeLoggerTest.java,16
OffsetsForLeaderEpochRequest.java,16
SyncGroupRequest.java,16
ScramMessagesTest.java,16
KStreamFlatMapTest.java,16
OAuthBearerRefreshingLogin.java,16
FrequenciesTest.java,16
MonitorableSinkConnector.java,16
StreamsBrokerDownResilienceTest.java,16
RocksDBKeyValueStoreTest.java,16
SourceRecordTest.java,16
ConsumeBenchSpec.java,16
AbstractLogin.java,16
FileLogInputStream.java,16
ForwardingDisabledProcessorContext.java,16
Materialized.java,16
StateConsumerTest.java,16
DescribeLogDirsRequest.java,16
KTableMapKeysTest.java,16
MergedSortedCacheWrappedWindowStoreIteratorTest.java,16
OffsetCheckpoint.java,16
ApiVersionsResponse.java,16
ChannelBuildersTest.java,16
EosTestClient.java,16
AbstractSegments.java,16
SinkNodeTest.java,16
KeyValueIteratorFacadeTest.java,16
TransformationConfigTest.java,16
AlterReplicaLogDirsRequest.java,16
CreatePartitionsRequest.java,16
ConnectorConfigTest.java,16
RestExtensionIntegrationTest.java,16
KStreamBranchTest.java,16
ConsumerProtocolTest.java,16
FlattenTest.java,16
TransformationDoc.java,16
CreateDelegationTokenResponse.java,15
Sensor.java,15
CreatePartitionsResponse.java,15
ReadOnlyKeyValueStoreFacadeTest.java,15
ScramFormatter.java,15
PluginUtilsTest.java,15
NoOpProcessorContext.java,15
StopReplicaResponse.java,15
CachingSessionStore.java,15
MetadataCache.java,15
KStreamFlatMapValuesTest.java,15
CachingKeyValueStore.java,15
DefaultRecord.java,15
ConsumerInterceptorsTest.java,15
TimestampedSegmentTest.java,15
ProcessorContextTest.java,15
StreamStreamJoinIntegrationTest.java,15
LeaderAndIsrResponse.java,15
CreateAclsRequestTest.java,15
KStreamSelectKeyTest.java,15
MergedSortedCacheWrappedWindowStoreKeyValueIteratorTest.java,15
MappedByteBuffers.java,15
WriteTxnMarkersResponse.java,15
FileOffsetBackingStore.java,15
ValueToKey.java,15
GraphGraceSearchUtilTest.java,15
FileStreamSinkTask.java,15
SuppressedTest.java,15
ClusterConnectionStatesTest.java,15
MockSelector.java,15
GenericInMemoryTimestampedKeyValueStore.java,15
KeyValueSegmentTest.java,15
SinkRecordTest.java,15
NetworkTestUtils.java,15
DescribeAclsResponseTest.java,15
KStreamFilterTest.java,14
FileOffsetBackingStoreTest.java,14
ListGroupsResponse.java,14
AbstractConfig.java,14
ConfigDef.java,14
KTableSuppressProcessor.java,14
PlainSaslServer.java,14
JsonUtilTest.java,14
ShutdownDeadlockTest.java,14
KTableReduceTest.java,14
TxnOffsetCommitResponse.java,14
KStreamMapTest.java,14
JaasBasicAuthFilter.java,14
TimestampedWindowStoreBuilder.java,14
OAuthBearerUnsecuredValidatorCallbackHandler.java,14
InMemoryLRUCacheStoreTest.java,14
AbstractStream.java,14
FilteredCacheIteratorTest.java,14
AdminMetadataManagerTest.java,14
RecordSendTest.java,14
KStreamMapValuesTest.java,14
ElectPreferredLeadersRequest.java,14
VerifiableLog4jAppender.java,14
SaslChannelBuilderTest.java,14
GenericInMemoryKeyValueStore.java,14
NumberConverter.java,14
WindowedStreamPartitionerTest.java,14
ValuesTest.java,14
KTable.java,14
CreateAclsResponse.java,14
Kibosh.java,14
EchoServer.java,14
MemoryOffsetBackingStore.java,14
WrappingStoreProviderTest.java,14
OffsetsForLeaderEpochClient.java,14
StandbyTask.java,14
DeleteGroupsResponse.java,14
TimestampedKeyValueStoreBuilder.java,14
TemperatureDemo.java,14
